web-scraper-order,web-scraper-start-url,topics,topics-href,course,course-href,course_institution,course_name,course_description,estimated_weeks,estimated_hours_per_week,study_mode,course_language,course_transcript_language,course_level,verified_price,audit_price
"1633025544-2848","https://www.edx.org/learn","Self Improvement","https://www.edx.org/learn/self-improvement","Self-Assessment –
Developing Your
Strengths…Schools and Partners: FullbridgeX…Course","https://www.edx.org/course/self-assessment-developing-your-strengths-2","Fullbridge Logo","Self-Assessment – Developing Your Strengths","Learn how to leverage your strengths for professional growth. Focus on your interests, and develop a strategic career roadmap.","Estimated 3 weeks","3–4 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","null","null"
"1633028008-3696","https://www.edx.org/learn","Software Testing","https://www.edx.org/learn/software-testing","DevOps Foundations:
Software Development
Optimization…Schools and Partners: AnahuacX…Professional Certificate 2 Courses","https://www.edx.org/professional-certificate/anahuacx-devops-foundations","null","null","null","null","null","null","null","null","System administrators and developers in technology.","null","null"
"1633026680-3254","https://www.edx.org/learn","Chemistry","https://www.edx.org/learn/chemistry","Catalytic Conversions for
Biobased Chemicals and
Products…Schools and Partners: WageningenX…Course","https://www.edx.org/course/catalytic-conversions-for-biobased-chemicals-and-p","Wageningen University & Research Logo","Catalytic Conversions for Biobased Chemicals and Products","Design new (bio)catalytic conversion routes that allow you to use biobased feedstocks to their highest potential as building blocks for chemicals, materials and fuels.","Estimated 5 weeks","12–16 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Advanced","MX$3,052","Free"
"1633028979-3963","https://www.edx.org/learn","Growth Marketing","https://www.edx.org/learn/growth-marketing","Innovation &
Entrepreneurship…Schools and Partners: TecdeMonterreyX…MicroMasters® Program 6 Courses","https://www.edx.org/micromasters/tecdemonterreyx-innovation-entrepreneurship","null","null","null","null","null","null","null","null","Innovation management in corporate entrepreneurship strategies to develop and launch new products and services or for the strategic renewal of the organization.","null","null"
"1633025354-2786","https://www.edx.org/learn","U.S. History","https://www.edx.org/learn/us-history","Prescription Drug
Regulation, Cost, and
Access: Current Contro……Schools and Partners: HarvardX…Course","https://www.edx.org/course/prescription-drug-regulation-cost-and-access-curre","Harvard University Logo","Prescription Drug Regulation, Cost, and Access: Current Controversies in Context","Understand how the FDA regulates pharmaceuticals and explore debates on prescription drug costs, marketing, and testing.","Estimated 8 weeks","2–5 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$4,076","Free"
"1633028505-3836","https://www.edx.org/learn","Marketing Strategy","https://www.edx.org/learn/marketing-strategy","Innovation and
Entrepreneurship…Schools and Partners: UMD, USMx…Professional Certificate 4 Courses","https://www.edx.org/professional-certificate/usmx-innovation-and-entrepreneurship","null","null","null","null","null","null","null","null","CEO","null","null"
"1633025133-2710","https://www.edx.org/learn","Grammar","https://www.edx.org/learn/grammar","English for Journalists,
Part 2…Schools and Partners: BerkeleyX…Course","https://www.edx.org/course/english-for-journalists-part-2-2","University of California, Berkeley Logo","English for Journalists, Part 2","Improve your English grammar, vocabulary and writing skills through topics in journalism including free speech, sports, humor and broadcast writing.","Estimated 5 weeks","3–4 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$2,028","Free"
"1633026374-3142","https://www.edx.org/learn","Computer Programming","https://www.edx.org/learn/computer-programming","C Programming:
Advanced Data Types…Schools and Partners: Dartmouth_IMTx, DartmouthX,……Course","https://www.edx.org/course/c-programming-advanced-data-types","Dartmouth_IMTx Logo","C Programming: Advanced Data Types","Master effective ways to store your data in the C programming language using advanced data types such as structures and linked lists. Receive instant feedback on your code right within your browser.","Estimated 5 weeks","4–5 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$1,618","Free"
"1633028471-3825","https://www.edx.org/learn","Professional Development","https://www.edx.org/learn/professional-development","Agile Project
Management…Schools and Partners: USMx, UMD…Professional Certificate 5 Courses","https://www.edx.org/professional-certificate/umd-usmx-agile-project-management","null","null","null","null","null","null","null","null","You can earn $10,000 more as an Agile Project Manager (Payscale.com)","null","null"
"1633027265-3455","https://www.edx.org/learn","Fintech","https://www.edx.org/learn/fintech","Fintech: Overview of the
Fintech Sector…Schools and Partners: UTAustinX…Course","https://www.edx.org/course/fintech-overview-of-the-fintech-sector","The University of Texas at Austin Logo","Fintech: Overview of the Fintech Sector","This course provides a review of the most recent technological advances that are radically changing the financial services industry.","Estimated 3 weeks","5–6 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$10,140","Free"
"1633028773-3914","https://www.edx.org/learn","Scrum","https://www.edx.org/learn/scrum","Effective Communication
for Program and Project
Stakeholders and Teams…Schools and Partners: UMD, USMx…Course","https://www.edx.org/course/PMCOMM01","The University of Maryland, College Park Logo","Effective Communication for Program and Project Stakeholders and Teams","Go beyond the communication methods you learned in the project management training. Learn how to structure your program and project communications for the most effective understanding by your stakeholders, project managers, and project teams.","Estimated 5 weeks","3–5 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$4,076","Free"
"1633025688-2895","https://www.edx.org/learn","Wine","https://www.edx.org/learn/wine","World of Wine: From
Grape to Glass…Schools and Partners: AdelaideX…Course","https://www.edx.org/course/world-of-wine-from-grape-to-glass","University of Adelaide Logo","World of Wine: From Grape to Glass","Learn about the principles and practices of how grapes are grown and wine is made. Whether you’re a wine novice or a seasoned oenophile, you’ll learn to confidently describe wine appearance, aroma, flavour and taste.","Estimated 6 weeks","2–3 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$4,076","Free"
"1633026885-3329","https://www.edx.org/learn","Internet of Things","https://www.edx.org/learn/iot-internet-of-things","Business Considerations
for 5G with Edge, IoT, and
AI…Schools and Partners: LinuxFoundationX…Course","https://www.edx.org/course/business-considerations-for-5g-iot-and-ai-2","The Linux Foundation Logo","Business Considerations for 5G with Edge, IoT, and AI","Learn how wireless networks are being redefined to support a 5G world and what is required of businesses to take advantage of new technologies like IoT, Edge and AI.","Estimated 10 weeks","1–2 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$4,076","Free"
"1633028501-3834","https://www.edx.org/learn","Marketing Strategy","https://www.edx.org/learn/marketing-strategy","Marketing - Delivering the
Value Proposition…Schools and Partners: DoaneX…Course","https://www.edx.org/course/marketing-delivering-the-value-proposition","Doane University Logo","Marketing - Delivering the Value Proposition","Examine the process of branding and its relationship to value creation.","Estimated 4 weeks","7–9 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Introductory","MX$3,052","Free"
"1633026523-3203","https://www.edx.org/learn","Chemical Engineering","https://www.edx.org/learn/chemical-engineering","Vacuum Systems and
Technology…Schools and Partners: MEPhIx…Course","https://www.edx.org/course/vacuum-systems-and-technology","National Research Nuclear University Logo","Vacuum Systems and Technology","Learn the principles of vacuum systems and their applications in modern technologies.","Estimated 3 weeks","1–2 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$1,004","Free"
"1633025962-2987","https://www.edx.org/learn","Sustainability","https://www.edx.org/learn/sustainability","Sustainable Food
Security: Crop Production…Schools and Partners: WageningenX…Course","https://www.edx.org/course/sustainable-food-security-crop-production","Wageningen University & Research Logo","Sustainable Food Security: Crop Production","How to feed the world without depleting our planet’s reserves? Learn the basics of crop production. This online course is offered as a MOOC, and is part of the XSeries Sustainable Food Security.","Estimated 6 weeks","6–8 hours per week","Self-paced","Language:","Video Transcript:  English","Level:  Intermediate","MX$4,076","Free"
