web-scraper-order,web-scraper-start-url,pagination,course_link,course_link-href,course_institution,course_category,course_name,course_description,estimated_weeks,estimated_hours_per_week,study_mode,course_language,video_transcript_language,course_level,verified_price,audit_price
"1632951514-988","https://www.edx.org/search?tab=course","","AWS Cloud Practitioner
Essentials…Schools and Partners: AWS…Course","https://www.edx.org/course/aws-cloud-practitioner-essentials?index=product&queryID=b3c248b4e55354f3c36655b5017c5d41&position=24","Amazon Web Services Logo","Computer Science Courses","AWS Cloud Practitioner Essentials","Jumpstart your journey within the AWS Cloud! Whether you are new to the cloud or familiar with cloud technologies this course will introduce you to cloud concepts and core AWS services, security and architecture to advance your cloud knowledge and solve business challenges.","Estimated 4 weeks","2–4 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$3,044","Free"
"1632951874-1144","https://www.edx.org/search?tab=course","","The Foundations of
Happiness at Work…Schools and Partners: BerkeleyX…Course","https://www.edx.org/course/the-foundations-of-happiness-at-work?index=product&queryID=dd537f4c87acfabd810a49df3db15962&position=12","University of California, Berkeley Logo","Business & Management Courses","The Foundations of Happiness at Work","Learn why happiness at work matters and how to increase it within yourself and across your organization.","Estimated 4 weeks","2–3 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$4,065","Free"
"1632950321-472","https://www.edx.org/search?tab=course","","Educación emocional
para el bienestar personal…Schools and Partners: URosarioX…Course","https://www.edx.org/course/educacion-emocional-para-el-bienestar-personal?index=product&queryID=0e3e294cbdeb6a13dd2e2a38cf0b604b&position=12","Universidad del Rosario Logo","Health & Safety Courses","Educación emocional para el bienestar personal","Desarrolla competencias emocionales a través de la educación emocional que favorezcan herramientas para el manejo de aspectos individuales, relacionales y contextuales, que permitan alcanzar tus metas personales.","Estimated 5 weeks","2–4 hours per week","Self-paced","Language:  Español","Video Transcript:  Español","Level:  Introductory","MX$1,001","Free"
"1632950902-721","https://www.edx.org/search?tab=course","","Administración pública y
fiscal: cómo se gestiona
un gobierno…Schools and Partners: IDBx…Course","https://www.edx.org/course/administracion-publica-y-fiscal-como-se-gestiona-u?index=product&queryID=7e7d80c45cf53f1d222b98eab436b914&position=3","Inter-American Development Bank Logo","Economics & Finance Courses","Administración pública y fiscal: cómo se gestiona un gobierno","Aprenderás cómo medir la calidad de la administración pública y fiscal de tu país y en qué lugar se encuentra respecto al resto de América Latina y el Caribe.","Estimated 10 weeks","2–3 hours per week","Self-paced","Language:  Español","Video Transcripts:  Español, Español","Level:  Introductory","MX$511","Free"
"1632950899-720","https://www.edx.org/search?tab=course","","Introducción a los
encofrados y las cimbras
en obra civil y edificación…Schools and Partners: UPValenciaX…Course","https://www.edx.org/course/introduccion-a-los-encofrados-y-las-cimbras-en-obr?index=product&queryID=7e7d80c45cf53f1d222b98eab436b914&position=4","Universitat Politècnica de València Logo","Engineering Courses","Introducción a los encofrados y las cimbras en obra civil y edificación","Aprende sobre la construcción de obras civiles y de edificación con encofrados y cimbras.","Estimated 4 weeks","2–3 hours per week","Self-paced","Language:  Español","Video Transcript:  Español","Level:  Introductory","MX$1,021","Free"
"1632951551-1004","https://www.edx.org/search?tab=course","","Business Strategy from
Wharton: Competitive
Advantage…Schools and Partners: Wharton…Course","https://www.edx.org/course/business-strategy-from-wharton-competitive-advan-2?index=product&queryID=b3c248b4e55354f3c36655b5017c5d41&position=8","The Wharton School of the University of Pennsylvania Logo","Business & Management Courses","Business Strategy from Wharton: Competitive Advantage","Learn how to develop and execute strategies to gain competitive advantage and improve your position in the marketplace.","Estimated 6 weeks","3–4 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$4,065","Free"
"1632950146-397","https://www.edx.org/search?tab=course","","System Design for Supply
Chain Management and
Logistics…Schools and Partners: ChalmersX…Course","https://www.edx.org/course/system-design-for-supply-chain-management-and-logi?index=product&queryID=b74ad550fe6647ad50bac4d039c7f555&position=15","Chalmers University of Technology Logo","Business & Management Courses","System Design for Supply Chain Management and Logistics","null","Estimated 7 weeks","4–5 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$1,001","Free"
"1632951611-1030","https://www.edx.org/search?tab=course","","Business Foundations…Schools and Partners: UBCx…Course","https://www.edx.org/course/business-foundations?index=product&queryID=02675bfcb9e25c57835d11177f39e4ed&position=6","University of British Columbia Logo","Business & Management Courses","Business Foundations","This is business in a nutshell; learn key concepts and frameworks that underpin business.","Estimated 6 weeks","3–5 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$3,064","Free"
"1632951475-971","https://www.edx.org/search?tab=course","","Machine Learning for
Data Science and
Analytics…Schools and Partners: ColumbiaX…Course","https://www.edx.org/course/machine-learning-for-data-science-and-analytics?index=product&queryID=e43b8052272822fd89c2f3cd8f2a0bdd&position=17","Columbia University Logo","Computer Science Courses","Machine Learning for Data Science and Analytics","Learn the principles of machine learning and the importance of algorithms.","Estimated 5 weeks","7–10 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$2,022","Free"
"1632951280-885","https://www.edx.org/search?tab=course","","Precalculus…Schools and Partners: ASUx…Course","https://www.edx.org/course/precalculus?index=product&queryID=3e0181f7523936256411e9833fd85304&position=7","Arizona State University Logo","Math Courses","Precalculus","This college-level, credit-eligible Precalculus course will teach you the skills required for success in future Calculus studies.","Estimated 15 weeks","9–10 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$1,001","Free"
"1632949976-324","https://www.edx.org/search?tab=course","","Sustainable Energy:
Design a Renewable
Future…Schools and Partners: DelftX…Course","https://www.edx.org/course/sustainable-energy-design-a-renewable-future?index=product&queryID=0943cf96cbee1f81beaaf29e25ea0e4b&position=16","Delft University of Technology Logo","Engineering Courses","Sustainable Energy: Design a Renewable Future","Learn how to make the transition to 100% renewable energy from wind, solar and biomass for electricity, heat and fuels for a sustainable future.","Estimated 9 weeks","6–8 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$1,021","Free"
"1632949803-250","https://www.edx.org/search?tab=course","","Sales Enablement &
Analytics…Schools and Partners: QueensX…Course","https://www.edx.org/course/sales-enablement-analytics?index=product&queryID=192a412946850a3d631c8306167183f8&position=18","Queen’s University Logo","Business & Management Courses","Sales Enablement & Analytics","Learn how to use data, tools, and technology to drive productivity and set yourself apart as sales leader.","Estimated 6 weeks","4–6 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$3,044","Free"
"1632949857-273","https://www.edx.org/search?tab=course","","The Entrepreneurial
Mindset…Schools and Partners: BabsonX…Course","https://www.edx.org/course/the-entrepreneurial-mindset?index=product&queryID=8dd17a2faf6f2f1aac3fb39dc7923c16&position=19","Babson College Logo","Business & Management Courses","The Entrepreneurial Mindset","Uncover the secrets of thinking like an entrepreneur to create value for stakeholders and society across a variety of business settings.","Estimated 6 weeks","4–6 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$3,044","Free"
"1632950794-674","https://www.edx.org/search?tab=course","","Introduction to the Music
Business…Schools and Partners: BerkleeX…Course","https://www.edx.org/course/berkleex-introduction-to-the-music-business?index=product&queryID=ea853da487bde7df7819f19efd0883d9&position=2","Berklee College of Music Logo","Business & Management Courses","Introduction to the Music Business","Learn the latest about the rapidly changing music industry from recording, publishing, and distribution to legal issues confronting music commerce.","Estimated 6 weeks","2–4 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$1,001","Free"
"1632950760-661","https://www.edx.org/search?tab=course","","Web Application
Technologies and Django…Schools and Partners: MichiganX…Course","https://www.edx.org/course/web-application-technologies-and-django?index=product&queryID=ea853da487bde7df7819f19efd0883d9&position=15","The University of Michigan Logo","Computer Science Courses","Web Application Technologies and Django","This first course in Django for Everybody explores the basic structure of a web application and how web browsers interact with web servers. This course Hypertext Transfer Protocol (HTTP), an introduction of Hypertext Markup Language (HTML), along with the overall structure of a Django application.","Estimated 5 weeks","2–4 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$1,001","Free"
"1632950808-680","https://www.edx.org/search?tab=course","","You Can Innovate: User 
Innovation &
Entrepreneurship…Schools and Partners: MITx…Course","https://www.edx.org/course/you-can-innovate-user-innovation-entrepreneurship?index=product&queryID=7919520f96975d718a9c378389efa4ac&position=20","Massachusetts Institute of Technology Logo","Business & Management Courses","You Can Innovate: User  Innovation & Entrepreneurship","Identify a problem, develop a solution, and bootstrap your entrepreneurial venture.","Estimated 10 weeks","2–4 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$1,001","Free"
"1632950568-578","https://www.edx.org/search?tab=course","","Líderes para la gestión en
seguridad ciudadana y
justicia…Schools and Partners: IDBx…Course","https://www.edx.org/course/lideres-para-la-gestion-en-seguridad-ciudadana-y-j?index=product&queryID=6197237499a5d38533d2b0eb2d2fd0e7&position=2","Inter-American Development Bank Logo","Social Sciences Courses","Líderes para la gestión en seguridad ciudadana y justicia","Este curso se centra en seguridad ciudadana y justicia en América Latina y el Caribe. Aprende sobre lo último en prevención, modernización policial y de justicia, y reinserción social.","Estimated 10 weeks","4–5 hours per week","Self-paced","Language:  Español","Video Transcript:  Español","Level:  Intermediate","MX$511","Free"
"1632950207-423","https://www.edx.org/search?tab=course","","Introducción a los
circuitos eléctricos…Schools and Partners: GalileoX…Course","https://www.edx.org/course/introduccion-a-los-circuitos-electricos?index=product&queryID=9b1bdd3225239f7c5ad2aabc24a49392&position=13","Universidad Galileo Logo","Electronics Courses","Introducción a los circuitos eléctricos","Curso introductorio de análisis de circuitos resistivos en corriente DC (corriente continua). Aprende la base fundamental del diseño de hardware relacionada a los circuitos.","Estimated 5 weeks","6–8 hours per week","Self-paced","Language:  Español","Video Transcript:  Español","Level:  Intermediate","MX$1,001","Free"
"1632950386-500","https://www.edx.org/search?tab=course","","Python for AI &
Development Project…Schools and Partners: IBM…Course","https://www.edx.org/course/python-for-ai-development-project?index=product&queryID=1d11827913c957b47d15978a06f0a94e&position=8","IBM Logo","Data Analysis & Statistics Courses","Python for AI & Development Project","This mini-course introduces you to the process for unit testing Python code, including building and running unit tests and packaging the Python application for distribution.","Estimated 1 weeks","3–4 hours per week","Self-paced","Video Transcript:  English","Associated programs:MicroBachelors Program in Full Stack Cloud Application DevelopmentProfessional Certificate in Full Stack Cloud DeveloperProfessional Certificate in Applied AI","Level:  Intermediate","MX$592","Free"
"1632951770-1098","https://www.edx.org/search?tab=course","","Academic and Business
Writing…Schools and Partners: BerkeleyX…Course","https://www.edx.org/course/academic-and-business-writing?index=product&queryID=6789946f99b7b8efc6056c71dcc1512c&position=10","University of California, Berkeley Logo","Communication Courses","Academic and Business Writing","An introduction to academic and business writing for English Language Learners, focusing on grammar, vocabulary, structure, editing, and publication.","Estimated 6 weeks","3–5 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$4,065","Free"
"1632949946-311","https://www.edx.org/search?tab=course","","Advanced Fluid
Mechanics 2: The
Navier-Stokes Equation……Schools and Partners: MITx…Course","https://www.edx.org/course/advanced-fluid-mechanics-2?index=product&queryID=ccf8b7b5ee2697e8073793a9ff9d373d&position=5","Massachusetts Institute of Technology Logo","Engineering Courses","Advanced Fluid Mechanics 2: The Navier-Stokes Equations for Viscous Flows","Learn to apply the Navier-Stokes equations to viscous-dominated flows; including pipe flows, channel flows and free surface flows, use dynamical similarity and dimensional analysis, Stokes flows, similarity solutions and transient responses, lubrication analysis and surface tension.","Estimated 12 weeks","8–12 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Advanced","MX$2,022","Free"
"1632951575-1014","https://www.edx.org/search?tab=course","","How to Code: Simple Data…Schools and Partners: UBCx…Course","https://www.edx.org/course/how-to-code-simple-data?index=product&queryID=02675bfcb9e25c57835d11177f39e4ed&position=22","University of British Columbia Logo","Computer Science Courses","How to Code: Simple Data","null","Estimated 7 weeks","2–3 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$2,553","Free"
"1632951188-845","https://www.edx.org/search?tab=course","","Habilidades de
negociación y
comunicación efectiva…Schools and Partners: TecdeMonterreyX…Course","https://www.edx.org/course/habilidades-de-negociacion-y-comunicacion-efectiva?index=product&queryID=6f9998dd5a2b25fb984c6bdb4d74ef55&position=23","Tecnológico de Monterrey Logo","Business & Management Courses","Habilidades de negociación y comunicación efectiva","Aprende a analizar la perspectiva “social” de una negociación y su impacto en acuerdos exitosos, así como los riesgos de ignorarla o desconocer su aplicabilidad.","Estimated 4 weeks","5–8 hours per week","Self-paced","Language:  Español","Video Transcript:  Español","Level:  Introductory","MX$3,044","Free"
"1632949824-259","https://www.edx.org/search?tab=course","","Climate Solutions…Schools and Partners: EdinburghX…Course","https://www.edx.org/course/climate-solutions?index=product&queryID=192a412946850a3d631c8306167183f8&position=9","The University of Edinburgh Logo","Environmental Studies Courses","Climate Solutions","We are in a Climate Emergency. The actions we all choose to take over the next decade will decide whether we succeed or fail to meet the biggest challenge to our civilisation in the 21st century.","Estimated 5 weeks","1–2 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$1,001","Free"
